From Tx #;Long;Lat;Callsign;Address;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
2;128.428040;37.520051;MU01;MU;1.000000;30.00;0.00;;6;128.610489;37.499729;MU05;MU;30.00;0.00;;4.5;-135.82;54.33;1;1429.5;V;16288.97;98.26;-0.08;278.26;0.08;0.0;0.0;165.8;NLOS;20.00
2;128.428040;37.520051;MU01;MU;1.000000;30.00;0.00;;7;128.548309;37.427441;MU06;MU;30.00;0.00;;5.5;-134.83;49.35;1;1429.5;V;14794.06;134.34;-0.43;314.34;0.43;0.0;0.0;164.8;NLOS;20.00
2;128.428040;37.520051;MU01;MU;1.000000;30.00;0.00;;10;128.295212;37.435075;MU09;MU;30.00;0.00;;5.3;-135.04;50.27;1;1429.5;V;15069.72;231.68;-1.47;51.68;1.47;0.0;0.0;165.0;NLOS;20.00
3;128.375854;37.434417;MU02;MU;1.000000;30.00;0.00;;1;128.450897;37.440335;CC;CC;30.00;0.00;;12.5;-127.78;22.25;1;1429.5;V;6669.18;84.67;0.54;264.67;-0.54;0.0;0.0;157.8;NLOS;20.00
3;128.375854;37.434417;MU02;MU;1.000000;30.00;0.00;;2;128.428040;37.520051;MU01;MU;30.00;0.00;;8.3;-132.04;35.29;1;1429.5;V;10579.00;26.27;2.04;206.27;-2.04;0.0;0.0;162.0;NLOS;20.00
3;128.375854;37.434417;MU02;MU;1.000000;30.00;0.00;;4;128.386261;37.351318;MU03;MU;30.00;0.00;;16.7;-123.64;30.90;1;1429.5;V;9263.67;174.67;-1.61;354.67;1.61;0.0;0.0;153.6;NLOS;20.00
3;128.375854;37.434417;MU02;MU;1.000000;30.00;0.00;;5;128.583359;37.373242;MU04;MU;30.00;0.00;;-18.5;-158.78;65.34;1;1429.5;V;19588.02;110.56;-0.07;290.56;0.07;0.0;0.0;188.8;NLOS;20.00
3;128.375854;37.434417;MU02;MU;1.000000;30.00;0.00;;7;128.548309;37.427441;MU06;MU;30.00;0.00;;-20.6;-160.97;50.99;1;1429.5;V;15286.64;93.23;1.02;273.23;-1.02;0.0;0.0;191.0;NLOS;20.00
3;128.375854;37.434417;MU02;MU;1.000000;30.00;0.00;;8;128.158890;37.440835;MU07;MU;30.00;0.00;;-10.5;-150.86;64.04;1;1429.5;V;19199.28;272.57;0.04;92.57;-0.04;0.0;0.0;180.9;NLOS;20.00
3;128.375854;37.434417;MU02;MU;1.000000;30.00;0.00;;9;128.211563;37.323674;MU08;MU;30.00;0.00;;-7.0;-147.35;63.49;1;1429.5;V;19032.47;230.29;0.60;50.29;-0.60;0.0;0.0;177.4;NLOS;20.00
3;128.375854;37.434417;MU02;MU;1.000000;30.00;0.00;;10;128.295212;37.435075;MU09;MU;30.00;0.00;;6.1;-134.26;23.82;1;1429.5;V;7141.38;271.12;0.07;91.12;-0.07;0.0;0.0;164.3;NLOS;20.00
4;128.386261;37.351318;MU03;MU;1.000000;30.00;0.00;;1;128.450897;37.440335;CC;CC;30.00;0.00;;-9.5;-149.82;38.08;1;1429.5;V;11416.31;30.43;1.57;210.43;-1.57;0.0;0.0;179.8;NLOS;20.00
4;128.386261;37.351318;MU03;MU;1.000000;30.00;0.00;;2;128.428040;37.520051;MU01;MU;30.00;0.00;;10.3;-130.07;63.70;1;1429.5;V;19096.17;11.55;1.85;191.55;-1.85;0.0;0.0;160.1;NLOS;20.00
4;128.386261;37.351318;MU03;MU;1.000000;30.00;0.00;;3;128.375854;37.434417;MU02;MU;30.00;0.00;;16.7;-123.64;30.90;1;1429.5;V;9263.39;354.67;1.55;174.67;-1.55;0.0;0.0;153.6;NLOS;20.00
4;128.386261;37.351318;MU03;MU;1.000000;30.00;0.00;;5;128.583359;37.373242;MU04;MU;30.00;0.00;;-15.5;-155.82;58.83;1;1429.5;V;17637.52;82.38;0.77;262.38;-0.77;0.0;0.0;185.8;NLOS;20.00
4;128.386261;37.351318;MU03;MU;1.000000;30.00;0.00;;7;128.548309;37.427441;MU06;MU;30.00;0.00;;-15.3;-155.58;55.57;1;1429.5;V;16659.08;59.86;1.80;239.86;-1.80;0.0;0.0;185.6;NLOS;20.00
4;128.386261;37.351318;MU03;MU;1.000000;30.00;0.00;;9;128.211563;37.323674;MU08;MU;30.00;0.00;;16.5;-123.85;52.65;1;1429.5;V;15783.11;259.26;1.68;79.26;-1.68;0.0;0.0;153.9;NLOS;20.00
4;128.386261;37.351318;MU03;MU;1.000000;30.00;0.00;;10;128.295212;37.435075;MU09;MU;30.00;0.00;;-12.5;-152.87;41.08;1;1429.5;V;12315.69;319.48;1.20;139.48;-1.20;0.0;0.0;182.9;NLOS;20.00
5;128.583359;37.373242;MU04;MU;1.000000;30.00;0.00;;1;128.450897;37.440335;CC;CC;30.00;0.00;;-21.9;-162.26;46.36;1;1429.5;V;13897.59;302.66;0.23;122.66;-0.23;0.0;0.0;192.3;NLOS;20.00
5;128.583359;37.373242;MU04;MU;1.000000;30.00;0.00;;3;128.375854;37.434417;MU02;MU;30.00;0.00;;-18.5;-158.80;65.34;1;1429.5;V;19588.02;290.56;-0.07;110.56;0.07;0.0;0.0;188.8;NLOS;20.00
5;128.583359;37.373242;MU04;MU;1.000000;30.00;0.00;;4;128.386261;37.351318;MU03;MU;30.00;0.00;;-15.5;-155.82;58.83;1;1429.5;V;17638.05;262.38;-0.89;82.38;0.89;0.0;0.0;185.8;NLOS;20.00
5;128.583359;37.373242;MU04;MU;1.000000;30.00;0.00;;6;128.610489;37.499729;MU05;MU;30.00;0.00;;2.8;-137.50;47.50;1;1429.5;V;14238.89;9.95;1.47;189.95;-1.47;0.0;0.0;167.5;NLOS;20.00
5;128.583359;37.373242;MU04;MU;1.000000;30.00;0.00;;7;128.548309;37.427441;MU06;MU;30.00;0.00;;13.8;-126.54;22.58;1;1429.5;V;6768.09;332.90;2.40;152.90;-2.40;0.0;0.0;156.5;NLOS;20.00
5;128.583359;37.373242;MU04;MU;1.000000;30.00;0.00;;11;128.639236;37.309120;MU10;MU;30.00;0.00;;22.5;-117.81;28.92;1;1429.5;V;8671.05;145.43;0.23;325.43;-0.23;0.0;0.0;147.8;NLOS;20.00
6;128.610489;37.499729;MU05;MU;1.000000;30.00;0.00;;1;128.450897;37.440335;CC;CC;30.00;0.00;;-19.3;-159.66;52.01;1;1429.5;V;15592.38;245.28;-1.20;65.28;1.20;0.0;0.0;189.7;NLOS;20.00
6;128.610489;37.499729;MU05;MU;1.000000;30.00;0.00;;2;128.428040;37.520051;MU01;MU;30.00;0.00;;4.5;-135.82;54.33;1;1429.5;V;16288.96;278.26;-0.03;98.26;0.03;0.0;0.0;165.8;NLOS;20.00
6;128.610489;37.499729;MU05;MU;1.000000;30.00;0.00;;5;128.583359;37.373242;MU04;MU;30.00;0.00;;2.8;-137.50;47.50;1;1429.5;V;14239.52;189.95;-1.57;9.95;1.57;0.0;0.0;167.5;NLOS;20.00
6;128.610489;37.499729;MU05;MU;1.000000;30.00;0.00;;7;128.548309;37.427441;MU06;MU;30.00;0.00;;-11.3;-151.62;32.46;1;1429.5;V;9731.45;214.70;-0.57;34.70;0.57;0.0;0.0;181.6;NLOS;20.00
7;128.548309;37.427441;MU06;MU;1.000000;30.00;0.00;;1;128.450897;37.440335;CC;CC;30.00;0.00;;-18.6;-158.88;29.18;1;1429.5;V;8749.01;279.74;-1.47;99.74;1.47;0.0;0.0;188.9;NLOS;20.00
7;128.548309;37.427441;MU06;MU;1.000000;30.00;0.00;;2;128.428040;37.520051;MU01;MU;30.00;0.00;;5.5;-134.83;49.35;1;1429.5;V;14793.89;314.34;0.33;134.34;-0.33;0.0;0.0;164.8;NLOS;20.00
7;128.548309;37.427441;MU06;MU;1.000000;30.00;0.00;;3;128.375854;37.434417;MU02;MU;30.00;0.00;;-20.7;-160.98;50.99;1;1429.5;V;15287.15;273.23;-1.12;93.23;1.12;0.0;0.0;191.0;NLOS;20.00
7;128.548309;37.427441;MU06;MU;1.000000;30.00;0.00;;4;128.386261;37.351318;MU03;MU;30.00;0.00;;-15.3;-155.58;55.57;1;1429.5;V;16660.14;239.86;-1.92;59.86;1.92;0.0;0.0;185.6;NLOS;20.00
7;128.548309;37.427441;MU06;MU;1.000000;30.00;0.00;;5;128.583359;37.373242;MU04;MU;30.00;0.00;;13.8;-126.54;22.58;1;1429.5;V;6768.32;152.90;-2.44;332.90;2.44;0.0;0.0;156.5;NLOS;20.00
7;128.548309;37.427441;MU06;MU;1.000000;30.00;0.00;;6;128.610489;37.499729;MU05;MU;30.00;0.00;;-11.3;-151.62;32.46;1;1429.5;V;9731.34;34.70;0.51;214.70;-0.51;0.0;0.0;181.6;NLOS;20.00
7;128.548309;37.427441;MU06;MU;1.000000;30.00;0.00;;11;128.639236;37.309120;MU10;MU;30.00;0.00;;12.1;-128.26;51.38;1;1429.5;V;15403.04;148.70;-0.97;328.70;0.97;0.0;0.0;158.3;NLOS;20.00
8;128.158890;37.440835;MU07;MU;1.000000;30.00;0.00;;3;128.375854;37.434417;MU02;MU;30.00;0.00;;-10.5;-150.86;64.04;1;1429.5;V;19199.36;92.57;-0.17;272.57;0.17;0.0;0.0;180.9;NLOS;20.00
8;128.158890;37.440835;MU07;MU;1.000000;30.00;0.00;;9;128.211563;37.323674;MU08;MU;30.00;0.00;;36.6;-103.70;46.00;1;1429.5;V;13789.94;160.78;0.73;340.78;-0.73;0.0;0.0;133.7;NLOS;20.00
8;128.158890;37.440835;MU07;MU;1.000000;30.00;0.00;;10;128.295212;37.435075;MU09;MU;30.00;0.00;;-9.1;-149.40;40.23;1;1429.5;V;12061.55;93.42;-0.15;273.42;0.15;0.0;0.0;179.4;NLOS;20.00
9;128.211563;37.323674;MU08;MU;1.000000;30.00;0.00;;3;128.375854;37.434417;MU02;MU;30.00;0.00;;-7.0;-147.35;63.49;1;1429.5;V;19032.97;50.29;-0.73;230.29;0.73;0.0;0.0;177.4;NLOS;20.00
9;128.211563;37.323674;MU08;MU;1.000000;30.00;0.00;;4;128.386261;37.351318;MU03;MU;30.00;0.00;;16.5;-123.85;52.65;1;1429.5;V;15783.99;79.26;-1.78;259.26;1.78;0.0;0.0;153.9;NLOS;20.00
9;128.211563;37.323674;MU08;MU;1.000000;30.00;0.00;;8;128.158890;37.440835;MU07;MU;30.00;0.00;;36.6;-103.70;46.00;1;1429.5;V;13790.25;340.78;-0.82;160.78;0.82;0.0;0.0;133.7;NLOS;20.00
9;128.211563;37.323674;MU08;MU;1.000000;30.00;0.00;;10;128.295212;37.435075;MU09;MU;30.00;0.00;;-10.2;-150.49;48.06;1;1429.5;V;14407.95;31.37;-0.88;211.37;0.88;0.0;0.0;180.5;NLOS;20.00
10;128.295212;37.435075;MU09;MU;1.000000;30.00;0.00;;1;128.450897;37.440335;CC;CC;30.00;0.00;;2.5;-137.77;45.99;1;1429.5;V;13788.42;88.01;0.18;268.01;-0.18;0.0;0.0;167.8;NLOS;20.00
10;128.295212;37.435075;MU09;MU;1.000000;30.00;0.00;;2;128.428040;37.520051;MU01;MU;30.00;0.00;;5.3;-135.03;50.26;1;1429.5;V;15069.06;51.68;1.36;231.68;-1.36;0.0;0.0;165.0;NLOS;20.00
10;128.295212;37.435075;MU09;MU;1.000000;30.00;0.00;;3;128.375854;37.434417;MU02;MU;30.00;0.00;;6.1;-134.26;23.82;1;1429.5;V;7141.39;91.12;-0.12;271.12;0.12;0.0;0.0;164.3;NLOS;20.00
10;128.295212;37.435075;MU09;MU;1.000000;30.00;0.00;;4;128.386261;37.351318;MU03;MU;30.00;0.00;;-12.5;-152.87;41.08;1;1429.5;V;12316.08;139.48;-1.28;319.48;1.28;0.0;0.0;182.9;NLOS;20.00
10;128.295212;37.435075;MU09;MU;1.000000;30.00;0.00;;8;128.158890;37.440835;MU07;MU;30.00;0.00;;-9.1;-149.40;40.23;1;1429.5;V;12061.52;273.42;0.07;93.42;-0.07;0.0;0.0;179.4;NLOS;20.00
10;128.295212;37.435075;MU09;MU;1.000000;30.00;0.00;;9;128.211563;37.323674;MU08;MU;30.00;0.00;;-10.2;-150.49;48.06;1;1429.5;V;14407.59;211.37;0.78;31.37;-0.78;0.0;0.0;180.5;NLOS;20.00
11;128.639236;37.309120;MU10;MU;1.000000;30.00;0.00;;5;128.583359;37.373242;MU04;MU;30.00;0.00;;22.5;-117.81;28.92;1;1429.5;V;8671.09;325.43;-0.29;145.43;0.29;0.0;0.0;147.8;NLOS;20.00
11;128.639236;37.309120;MU10;MU;1.000000;30.00;0.00;;7;128.548309;37.427441;MU06;MU;30.00;0.00;;12.1;-128.25;51.38;1;1429.5;V;15402.59;328.70;0.87;148.70;-0.87;0.0;0.0;158.3;NLOS;20.00
