From Tx #;Long;Lat;Callsign;Address;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
5;127.620422;37.532326;c314047;MU;89.125094;30.00;0.00;;16;127.405067;37.579503;CC;CC;30.00;0.00;;3.1;-117.69;65.82;1;1429.5;V;19733.61;286.30;-0.01;106.30;0.01;0.0;0.0;186.7;NLOS;20.00
6;127.311737;37.824298;c396394;MU;89.125094;30.00;0.00;;8;127.442970;37.897056;c567988;MU;30.00;0.00;;8.7;-112.11;47.00;1;1429.5;V;14089.62;55.99;0.11;235.99;-0.11;0.0;0.0;181.1;NLOS;20.00
6;127.311737;37.824298;c396394;MU;89.125094;30.00;0.00;;17;127.535675;37.855023;NODE01;RE;30.00;0.00;;28.5;-111.87;66.71;1;1429.5;V;19998.60;81.14;-0.02;261.14;0.02;0.0;0.0;161.4;NLOS;20.00
7;127.385094;37.406288;c410633;MU;89.125094;30.00;0.00;;11;127.333206;37.489823;c694465;MU;30.00;0.00;;17.3;-103.51;34.57;1;1429.5;V;10362.34;334.62;-1.30;154.62;1.30;0.0;0.0;172.5;NLOS;20.00
7;127.385094;37.406288;c410633;MU;89.125094;30.00;0.00;;12;127.231476;37.319836;c784094;MU;30.00;0.00;;24.1;-96.68;55.53;1;1429.5;V;16648.91;235.87;-0.86;55.87;0.86;0.0;0.0;165.7;NLOS;20.00
7;127.385094;37.406288;c410633;MU;89.125094;30.00;0.00;;16;127.405067;37.579503;CC;CC;30.00;0.00;;16.2;-104.63;64.42;1;1429.5;V;19313.58;6.18;-0.65;186.18;0.65;0.0;0.0;173.6;NLOS;20.00
8;127.442970;37.897056;c567988;MU;89.125094;30.00;0.00;;6;127.311737;37.824298;c396394;MU;30.00;0.00;;8.7;-112.11;47.00;1;1429.5;V;14089.69;235.99;-0.20;55.99;0.20;0.0;0.0;181.1;NLOS;20.00
8;127.442970;37.897056;c567988;MU;89.125094;30.00;0.00;;17;127.535675;37.855023;NODE01;RE;30.00;0.00;;11.0;-129.29;31.35;1;1429.5;V;9398.25;120.71;-0.17;300.71;0.17;0.0;0.0;178.8;NLOS;20.00
9;127.710114;37.739543;c571323;MU;89.125094;30.00;0.00;;3;127.797424;37.606323;c245670;MU;30.00;0.00;;1.8;-119.03;55.61;1;1429.5;V;16672.41;153.19;0.23;333.19;-0.23;0.0;0.0;188.0;NLOS;20.00
9;127.710114;37.739543;c571323;MU;89.125094;30.00;0.00;;10;127.556564;37.669030;c647257;MU;30.00;0.00;;37.4;-83.40;52.12;1;1429.5;V;15625.27;240.81;0.69;60.81;-0.69;0.0;0.0;152.4;NLOS;20.00
9;127.710114;37.739543;c571323;MU;89.125094;30.00;0.00;;13;127.663811;37.597125;c895141;MU;30.00;0.00;;23.0;-97.82;54.43;1;1429.5;V;16319.03;195.28;0.95;15.28;-0.95;0.0;0.0;166.8;NLOS;20.00
9;127.710114;37.739543;c571323;MU;89.125094;30.00;0.00;;17;127.535675;37.855023;NODE01;RE;30.00;0.00;;30.1;-110.21;66.71;1;1429.5;V;19998.00;310.70;0.66;130.70;-0.66;0.0;0.0;159.7;NLOS;20.00
10;127.556564;37.669030;c647257;MU;89.125094;30.00;0.00;;5;127.620422;37.532326;c314047;MU;30.00;0.00;;7.9;-112.90;54.00;1;1429.5;V;16188.35;160.51;-0.66;340.51;0.66;0.0;0.0;181.9;NLOS;20.00
10;127.556564;37.669030;c647257;MU;89.125094;30.00;0.00;;9;127.710114;37.739543;c571323;MU;30.00;0.00;;37.4;-83.40;52.12;1;1429.5;V;15625.65;60.81;-0.79;240.81;0.79;0.0;0.0;152.4;NLOS;20.00
10;127.556564;37.669030;c647257;MU;89.125094;30.00;0.00;;13;127.663811;37.597125;c895141;MU;30.00;0.00;;34.3;-86.50;41.28;1;1429.5;V;12376.41;131.00;0.35;311.00;-0.35;0.0;0.0;155.5;NLOS;20.00
10;127.556564;37.669030;c647257;MU;89.125094;30.00;0.00;;16;127.405067;37.579503;CC;CC;30.00;0.00;;2.8;-118.07;55.60;1;1429.5;V;16668.49;234.33;-0.58;54.33;0.58;0.0;0.0;187.1;NLOS;20.00
11;127.333206;37.489823;c694465;MU;89.125094;30.00;0.00;;7;127.385094;37.406288;c410633;MU;30.00;0.00;;17.3;-103.49;34.56;1;1429.5;V;10362.06;154.62;1.23;334.62;-1.23;0.0;0.0;172.5;NLOS;20.00
11;127.333206;37.489823;c694465;MU;89.125094;30.00;0.00;;14;127.137382;37.532349;c972623;MU;30.00;0.00;;7.9;-112.89;59.85;1;1429.5;V;17942.84;286.31;-0.40;106.31;0.40;0.0;0.0;181.9;NLOS;20.00
11;127.333206;37.489823;c694465;MU;89.125094;30.00;0.00;;16;127.405067;37.579503;CC;CC;30.00;0.00;;5.0;-115.83;39.37;1;1429.5;V;11804.09;33.53;0.11;213.53;-0.11;0.0;0.0;184.8;NLOS;20.00
12;127.231476;37.319836;c784094;MU;89.125094;30.00;0.00;;7;127.385094;37.406288;c410633;MU;30.00;0.00;;24.1;-96.68;55.53;1;1429.5;V;16648.45;55.87;0.75;235.87;-0.75;0.0;0.0;165.7;NLOS;20.00
13;127.663811;37.597125;c895141;MU;89.125094;30.00;0.00;;3;127.797424;37.606323;c245670;MU;30.00;0.00;;38.1;-82.74;39.54;1;1429.5;V;11853.11;85.84;-1.02;265.84;1.02;0.0;0.0;151.7;NLOS;20.00
13;127.663811;37.597125;c895141;MU;89.125094;30.00;0.00;;5;127.620422;37.532326;c314047;MU;30.00;0.00;;45.0;-75.79;27.22;1;1429.5;V;8159.09;208.89;-1.83;28.89;1.83;0.0;0.0;144.8;NLOS;20.00
13;127.663811;37.597125;c895141;MU;89.125094;30.00;0.00;;9;127.710114;37.739543;c571323;MU;30.00;0.00;;23.0;-97.81;54.44;1;1429.5;V;16319.58;15.28;-1.06;195.28;1.06;0.0;0.0;166.8;NLOS;20.00
13;127.663811;37.597125;c895141;MU;89.125094;30.00;0.00;;10;127.556564;37.669030;c647257;MU;30.00;0.00;;34.3;-86.50;41.28;1;1429.5;V;12376.54;311.00;-0.43;131.00;0.43;0.0;0.0;155.5;NLOS;20.00
13;127.663811;37.597125;c895141;MU;89.125094;30.00;0.00;;15;127.744110;37.461646;c975403;MU;30.00;0.00;;42.2;-78.59;55.50;1;1429.5;V;16638.50;155.50;-0.35;335.50;0.35;0.0;0.0;147.6;NLOS;20.00
14;127.137382;37.532349;c972623;MU;89.125094;30.00;0.00;;2;127.139931;37.597790;c215662;MU;30.00;0.00;;59.0;-61.84;24.25;1;1429.5;V;7269.94;3.00;0.01;183.00;-0.01;0.0;0.0;130.8;NLOS;20.00
14;127.137382;37.532349;c972623;MU;89.125094;30.00;0.00;;11;127.333206;37.489823;c694465;MU;30.00;0.00;;7.9;-112.89;59.85;1;1429.5;V;17942.62;106.31;0.28;286.31;-0.28;0.0;0.0;181.9;NLOS;20.00
15;127.744110;37.461646;c975403;MU;89.125094;30.00;0.00;;1;127.684341;37.380067;c086267;MU;30.00;0.00;;37.3;-83.56;34.99;1;1429.5;V;10491.19;211.11;-1.20;31.11;1.20;0.0;0.0;152.6;NLOS;20.00
15;127.744110;37.461646;c975403;MU;89.125094;30.00;0.00;;3;127.797424;37.606323;c245670;MU;30.00;0.00;;4.0;-116.83;55.84;1;1429.5;V;16739.91;17.09;-0.46;197.09;0.46;0.0;0.0;185.8;NLOS;20.00
15;127.744110;37.461646;c975403;MU;89.125094;30.00;0.00;;5;127.620422;37.532326;c314047;MU;30.00;0.00;;23.9;-96.97;44.94;1;1429.5;V;13473.64;306.43;-0.78;126.43;0.78;0.0;0.0;166.0;NLOS;20.00
15;127.744110;37.461646;c975403;MU;89.125094;30.00;0.00;;13;127.663811;37.597125;c895141;MU;30.00;0.00;;42.2;-78.59;55.50;1;1429.5;V;16638.33;335.50;0.23;155.50;-0.23;0.0;0.0;147.6;NLOS;20.00
16;127.405067;37.579503;CC;CC;89.125094;30.00;0.00;;5;127.620422;37.532326;c314047;MU;30.00;0.00;;3.1;-117.69;65.82;1;1429.5;V;19733.65;106.30;-0.12;286.30;0.12;0.0;0.0;186.7;NLOS;20.00
16;127.405067;37.579503;CC;CC;89.125094;30.00;0.00;;7;127.385094;37.406288;c410633;MU;30.00;0.00;;16.2;-104.63;64.42;1;1429.5;V;19313.13;186.18;0.52;6.18;-0.52;0.0;0.0;173.6;NLOS;20.00
16;127.405067;37.579503;CC;CC;89.125094;30.00;0.00;;10;127.556564;37.669030;c647257;MU;30.00;0.00;;2.8;-118.07;55.60;1;1429.5;V;16668.19;54.33;0.47;234.33;-0.47;0.0;0.0;187.1;NLOS;20.00
16;127.405067;37.579503;CC;CC;89.125094;30.00;0.00;;11;127.333206;37.489823;c694465;MU;30.00;0.00;;5.0;-115.83;39.37;1;1429.5;V;11804.13;213.53;-0.19;33.53;0.19;0.0;0.0;184.8;NLOS;20.00
17;127.535675;37.855023;NODE01;RE;89.125094;30.00;0.00;;6;127.311737;37.824298;c396394;MU;30.00;0.00;;28.5;-92.36;66.71;1;1429.5;V;19998.64;261.14;-0.11;81.14;0.11;0.0;0.0;161.4;NLOS;20.00
17;127.535675;37.855023;NODE01;RE;89.125094;30.00;0.00;;8;127.442970;37.897056;c567988;MU;30.00;0.00;;11.0;-109.79;31.35;1;1429.5;V;9398.23;300.71;0.10;120.71;-0.10;0.0;0.0;178.8;NLOS;20.00
17;127.535675;37.855023;NODE01;RE;89.125094;30.00;0.00;;9;127.710114;37.739543;c571323;MU;30.00;0.00;;30.1;-90.71;66.71;1;1429.5;V;19998.59;130.70;-0.79;310.70;0.79;0.0;0.0;159.7;NLOS;20.00
